cpse_id,material_code,material_description,material_long_text,material_group_code,material_group_description,uom,manufacturer,plant_or_location,unit_price,currency,source_system,created_date,_true_material_id,_variant_style
ONGC,OGC-FIL-00339,HYDRAULIC FILTER CARBON STEEL/SS 50MM,Application: industrial service. Material: Carbon Steel/SS. Size: 50 mm. Standard: API 614. Manufacturer: Hydac.,FLT-100,Filtration Materials,EACH,Hydac,Hazira,26857.23,INR,SAP_MM,2026-02-25,MAT_00339,missing_spec
IOCL,IOC-ALT-003455,XLPE ARMOURED CABLE 1C 185 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 185 mm. Standard: IS 7098. Manufacturer: Finolex. Cores: 1.,CBL-80,Electrical Cables,M,Finolex,Panipat,911.68,INR,SAP_S4,2019-04-04,MAT_00386,mixed_format
CPCL,CPC-ALT-005014,"BLIND FLANGE SS316 6"" CL 300 ASME B16.5 MFR ISMT",Application: industrial service. Material: SS316. Size: 150 mm. Pressure class: 300. Standard: ASME B16.5. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,PCS,,Ennore,37718.95,INR,SAP_S4,2022-07-05,MAT_00092,mixed_format
ONGC,OGCVAL00003,GATE  VALVE  SS316  150MM  CL  600  BS  5351,Application: industrial service. Material: SS316. Size: 150 mm. Pressure class: 600. Standard: BS 5351. Manufacturer: Kirloskar.,VLV-10,Flow Control Valves,NOS,Kirloskar,Hazira,84087.38,INR,SAP_MM,2019-12-19,MAT_00003,noisy_erp
ONGC,OGC-VAL-00469,BUTTERFLY / VALVE SS304 150MM CL 300 BS 5351,Application: industrial service. Material: SS304. Size: 150 mm. Pressure class: 300. Standard: BS 5351. Manufacturer: Forbes Marshall.,VLV-10,Flow Control Valves,NOS,Forbes Marshall,Uran,129954.85,INR,SAP_ECC,2019-03-27,MAT_00469,mixed_format
ONGC,OGC-PIP-00364,CS PIPE 40MM SCH 10S ASTM A312,Application: industrial service. Material: CS. Size: 40 mm. Standard: ASTM A312. Manufacturer: Welspun. Schedule: 10S.,PIP-20,Piping Materials,MTR,Welspun,Hazira,1735.43,INR,LEGACY_ERP,2016-12-31,MAT_00364,standard_included
CPCL,CPCPIP00478,"SS304 PIPE 6"" SCH 10S ASTM A312 MFR ISMT",Application: industrial service. Material: SS304. Size: 150 mm. Standard: ASTM A312. Manufacturer: ISMT. Schedule: 10S.,PIP-20,Piping Materials,MTR,ISMT,Ennore,6957.78,INR,LEGACY_ERP,2019-11-07,MAT_00478,vendor_included
IOCL,IOC-ALT-003253,CENTRIFUGAL PUMP CAST IRON/SS 50MM,Application: industrial service. Material: Cast Iron/SS. Size: 50 mm. Standard: IS 5120. Manufacturer: Grundfos. Power Kw: 37.,PMP-60,Pumps & Pump Spares,EA,Grundfos,Paradip,254919.74,INR,SAP_ECC,2017-02-12,MAT_00155,mixed_format
IOCL,IOC-PIP-00132,PIPE SS304 DN100 SCHEDULE 80 IS 1239,Application: industrial service. Material: SS304. Size: 100 mm. Standard: IS 1239. Schedule: 80.,PIP-20,Piping Materials,MTR,Jindal SAW,Gujarat,6217.64,INR,CUSTOM_ERP,2018-06-04,MAT_00132,verbose
SAIL,STL-ALT-003308,DEEP GROOVE BALL BRG ISO 15 6000 30MM,Application: industrial service. Material: Chrome Steel. Size: 30 mm. Standard: ISO 15. Bearing Series: 6000.,BRG-40,Rotating Equipment Bearings,EA,Timken,Bokaro,18818.96,INR,LEGACY_ERP,2024-11-25,MAT_00288,standard_included
IOCL,IOC-PUM-00130,API 610 PROCESS PUMP 100MM CAST IRON/SS,Application: industrial service. Material: Cast Iron/SS. Size: 100 mm. Standard: API 610. Power Kw: 7.5.,PMP-60,Pumps & Pump Spares,NOS,Kirloskar Brothers,Gujarat,858102.65,INR,CUSTOM_ERP,2018-06-02,MAT_00130,reordered
CPCL,CPC-ALT-005290,LTCS  API  5L  SCH  80  40MM  PIPE ITEM,Application: industrial service. Material: LTCS. Size: 40 mm. Standard: API 5L. Manufacturer: Jindal SAW. Schedule: 80.,PIP-20,Piping Materials,RM,,,5941.5,INR,SAP_MM,2018-06-25,MAT_00038,noisy_erp
NTPC,NTP-ALT-004687,MECHANICAL SEAL 50MM ASME B16.200,,SEL-110,Mechanical Seals,PCS,Hallite,Dadri,18518.79,INR,SAP_MM,2023-09-21,MAT_00459,typo_injected
NTPC,NTP-FAS-00191,SS304 M6 X 125MM HEX HEAD BOLT IS 1363,Application: industrial service. Material: SS304. Size: 6 mm. Standard: IS 1363. Manufacturer: Unbrako. Length Mm: 125.,FST-90,Fasteners,NOS,,Korba,59.06,INR,SAP_S4,2020-10-27,MAT_00191,reordered
SAIL,STL-ALT-004693,CS PIPE 15MM SCH 160 ASTM A312,Application: industrial service. Material: CS. Size: 15 mm. Standard: ASTM A312. Schedule: 160.,PIP-20,Piping Materials,RM,APL Apollo,Bokaro,,,CUSTOM_ERP,2017-08-03,MAT_00120,partial_description
CPCL,CPC-VAL-00472,BALL VALVE CS 15MM CL 600 BS 5351,Application: industrial service. Material: CS. Size: 15 mm. Pressure class: 600. Standard: BS 5351.,VLV-10,Flow Control Valves,NOS,Audco India,Ennore,16640.87,INR,CUSTOM_ERP,2020-05-03,MAT_00472,typo_injected
IOCL,IOC-ALT-004059,IS 15KW FRAME MOTOR AC INDUCTION 12615 200 1450RPM,Application: industrial service. Material: Copper/Aluminium. Size: 200 mm. Standard: IS 12615. Power Kw: 15. Rpm: 1450.,MTR-70,Electrical Motors,EA,BHEL,Barauni,231262.31,INR,SAP_ECC,2018-10-19,MAT_00010,reordered
SAIL,STL-PUM-00567,CENTRIFUGAL  PUMP  CAST  IRON/SS  25MM  IS  5120,Application: industrial service. Material: Cast Iron/SS. Size: 25 mm. Standard: IS 5120. Manufacturer: Grundfos. Power Kw: 55.,PMP-60,Pumps & Pump Spares,EACH,Grundfos,Durgapur,276100.97,INR,SAP_ECC,2025-07-27,MAT_00567,noisy_erp
ONGC,OGC-VAL-00123,GLOBE VLV DI 25MM CL 150 BS 5351,Application: industrial service. Material: DI. Size: 25 mm. Pressure class: 150. Standard: BS 5351. Manufacturer: Forbes Marshall.,VLV-10,Flow Control Valves,NOS,,Ahmedabad,33715.59,INR,LEGACY_ERP,2016-02-25,MAT_00123,abbreviation_variation
CPCL,CPCGAS00438,"PTFE GASKET GRAPHITE/PTFE 1.5"" CL 300 ASME B16.20",Application: industrial service. Material: Graphite/PTFE. Size: 40 mm. Pressure class: 300. Standard: ASME B16.20. Manufacturer: James Walker.,GSK-50,Sealing & Gasket Materials,EACH,James Walker,Ennore,7224.67,INR,CUSTOM_ERP,2020-01-27,MAT_00438,unit_variation
ONGC,OGCMOT00225,AC INDUCTION MOTOR 5.5KW 2900RPM FRAME 100 IS 12615 MFR CROMPTON,Application: industrial service. Material: Copper/Aluminium. Size: 100 mm. Standard: IS 12615. Manufacturer: Crompton. Power Kw: 5.5. Rpm: 2900.,MTR-70,Electrical Motors,NOS,Crompton,Uran,250294.62,INR,SAP_ECC,2024-02-09,MAT_00225,vendor_included
CPCL,CPC-BEA-00102,NU200 DEEP GROOVE BALL BRG 60MM ISO 15,Application: industrial service. Material: Chrome Steel. Size: 60 mm. Standard: ISO 15. Manufacturer: SKF. Bearing Series: NU200.,BRG-40,Rotating Equipment Bearings,NOS,SKF,Ennore,64951.1,INR,SAP_S4,2018-05-21,MAT_00102,abbreviated
NTPC,NTP-GAS-00538,PTFE GASKET GRAPHITE/PTFE DN25 CLASS 600 ASME B16.20,Application: industrial service. Material: Graphite/PTFE. Size: 25 mm. Pressure class: 600. Standard: ASME B16.20. Manufacturer: John Crane.,GSK-50,Sealing & Gasket Materials,NOS,,Singrauli,10852.14,INR,LEGACY_ERP,2024-04-15,MAT_00538,verbose
SAIL,STL-ALT-004182,XLPE ARMOURED CABLE 3C 70 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 70 mm. Standard: IS 7098. Cores: 3.,CBL-80,Electrical Cables,RM,Havells,Durgapur,1226.29,INR,CUSTOM_ERP,2018-07-23,MAT_00021,abbreviated
CPCL,CPC-ALT-004525,XLPE ARMOURED CABLE 1C 1.5 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 1.5 mm. Standard: IS 7098. Manufacturer: RR Kabel. Cores: 1.,CBL-80,Electrical Cables,RM,RR Kabel,Nagapattinam,1209.44,INR,SAP_S4,2024-03-12,MAT_00161,mixed_format
ONGC,OGC-ALT-003241,CARBON STEEL/SS AIR FILTER 50MM ISO 16889,Application: industrial service. Material: Carbon Steel/SS. Size: 50 mm. Standard: ISO 16889. Manufacturer: Hydac.,FLT-100,Filtration Materials,EA,,Hazira,13184.54,INR,SAP_S4,2016-05-13,MAT_00054,abbreviated
IOCL,IOC-SEA-00428,"MECHANICAL SEAL NBR/EPDM/PTFE 2.5"" ASME B16.20",Application: industrial service. Material: NBR/EPDM/PTFE. Size: 65 mm. Standard: ASME B16.20. Manufacturer: John Crane.,SEL-110,Mechanical Seals,PCS,,Panipat,14725.58,INR,LEGACY_ERP,2023-09-10,MAT_00428,unit_variation
NTPC,NTP-ALT-004472,BLIND FLANGE SS304 200MM CL 300 ASME B16.5,Application: industrial service. Material: SS304. Size: 200 mm. Pressure class: 300. Standard: ASME B16.5.,FLG-30,Pipe Flanges & Fittings,NOS,Guru Gautam Steels,Singrauli,13227.43,INR,CUSTOM_ERP,2020-07-08,MAT_00226,abbreviated
IOCL,IOC-ALT-005343,XLPE / ARMOURED CABLE 3C 120 SQMM COPPER IS 7098,,CBL-80,Electrical Cables,RM,,,162.69,INR,LEGACY_ERP,2021-12-31,MAT_00015,unit_variation
NTPC,NTP-ALT-005370,SLIP ON FLANGE CS 40MM CL 150 ASME B16.5,Application: industrial service. Material: CS. Size: 40 mm. Pressure class: 150. Standard: ASME B16.5. Manufacturer: Metalfar.,FLG-30,Pipe Flanges & Fittings,EA,,Korba,,,SAP_ECC,2025-02-11,MAT_00264,unit_variation
CPCL,CPC-ALT-002859,IS 1363 SS304 M16 X 75MM HEX HEAD BOLT,,FST-90,Fasteners,NOS,,Chennai Refinery,447.33,INR,CUSTOM_ERP,2026-05-22,MAT_00384,unit_variation
NTPC,NTP-ALT-002949,SCH  10S  ASTM  A312  CS  40MM  PIPE ITEM,Application: industrial service. Material: CS. Size: 40 mm. Standard: ASTM A312. Schedule: 10S.,PIP-20,Piping Materials,RM,,Dadri,2316.86,INR,LEGACY_ERP,2024-01-01,MAT_00364,noisy_erp
NTPC,NTP-CAB-00081,XLPE ARMOURED CBLE 4C 120 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 120 mm. Standard: IS 7098. Manufacturer: Finolex. Cores: 4.,CBL-80,Electrical Cables,MTR,Finolex,Vijayawada,1289.91,INR,LEGACY_ERP,2017-12-19,MAT_00081,typo_injected
ONGC,OGC-FLA-00485,SLIP / ON FLANGE SS316 50MM CL 600 ASME B16.47,Application: industrial service. Material: SS316. Size: 50 mm. Pressure class: 600. Standard: ASME B16.47. Manufacturer: Guru Gautam Steels.,FLG-30,Pipe Flanges & Fittings,NOS,Guru Gautam Steels,Mumbai Offshore,,,CUSTOM_ERP,2026-01-22,MAT_00485,mixed_format
CPCL,CPC-VAL-00582,"BUTTERFLY VALVE DI 6"" CL 600",,VLV-10,Flow Control Valves,NOS,,Nagapattinam,235495.69,INR,SAP_MM,2021-09-28,MAT_00582,missing_spec
IOCL,IOC-SEA-00459,MECHANICAL SEAL 50MM NBR/EPDM/PTFE ASME B16.20,Application: industrial service. Material: NBR/EPDM/PTFE. Size: 50 mm. Standard: ASME B16.20.,SEL-110,Mechanical Seals,NOS,SKF,Barauni,,,CUSTOM_ERP,2025-08-18,MAT_00459,reordered
SAIL,STL-ALT-003668,XLPE ARMOURED CABLE 1C 10 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 10 mm. Standard: IS 7098. Cores: 1.,CBL-80,Electrical Cables,MTR,Finolex,Bokaro,,,SAP_ECC,2018-04-11,MAT_00365,standard_included
SAIL,STLVAL00397,GLOBE / VALVE DI 150MM CL 150 API 6D,Application: industrial service. Material: DI. Size: 150 mm. Pressure class: 150. Standard: API 6D. Manufacturer: KSB.,VLV-10,Flow Control Valves,NOS,KSB,Durgapur,11583.35,INR,SAP_ECC,2019-08-28,MAT_00397,mixed_format
IOCL,IOC-ALT-004679,SLIP ON FLANGE SS304 50MM CL 150 ASME B6.5,Application: industrial service. Material: SS304. Size: 50 mm. Pressure class: 150. Standard: ASME B16.5.,FLG-30,Pipe Flanges & Fittings,EA,Viraj Profiles,Panipat,,,SAP_S4,2019-11-03,MAT_00170,vendor_included
IOCL,IOC-ALT-004929,"1"" DI VALVE BALL CL 150",,VLV-10,Flow Control Valves,NOS,KSB,Barauni,215540.92,INR,SAP_S4,2020-10-08,MAT_00052,reordered
CPCL,CPC-ALT-003244,HEX HEAD BOLT SS304 M8 X 50MM IS 1363,Application: industrial service. Material: SS304. Size: 8 mm. Standard: IS 1363. Manufacturer: LPS Bossard. Length Mm: 50.,FST-90,Fasteners,PCS,LPS Bossard,Manali,,,SAP_MM,2019-07-27,MAT_00381,abbreviated
IOCL,IOC-GAS-00232,"SPIRAL WOUND GASKET GRAPHITE/PTFE 8"" CL 600 ASME B16.20",Application: industrial service. Material: Graphite/PTFE. Size: 200 mm. Pressure class: 600. Standard: ASME B16.20.,GSK-50,Sealing & Gasket Materials,PCS,Flexitallic,Gujarat,7218.85,INR,SAP_S4,2021-09-09,MAT_00232,unit_variation
ONGC,OGC-ALT-003045,GLOBE VLV CS 80NB CL300 BS 5351,Application: industrial service. Material: CS. Size: 80 mm. Pressure class: 300. Standard: BS 5351. Manufacturer: Forbes Marshall.,VLV-10,Flow Control Valves,EA,Forbes Marshall,Uran,79363.33,INR,SAP_MM,2024-01-16,MAT_00313,mixed_format
IOCL,IOC-ALT-005327,XLPE ARMOURED CABLE 3C 4 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 4 mm. Standard: IS 7098. Cores: 3.,CBL-80,Electrical Cables,MTR,KEI,Barauni,1873.56,INR,SAP_ECC,2026-01-06,MAT_00268,standard_included
ONGC,OGC-VAL-00019,GATE VALVE DI 50MM CL 300 API 6D,Application: industrial service. Material: DI. Size: 50 mm. Pressure class: 300. Standard: API 6D.,VLV-10,Flow Control Valves,NOS,Audco India,Uran,138784.03,INR,SAP_ECC,2019-10-14,MAT_00019,typo_injected
NTPC,NTP-FLA-00235,SLIP ON FLANGE SS304 200MM CL 300 ASME B16.5 MFR ISMT,Application: industrial service. Material: SS304. Size: 200 mm. Pressure class: 300. Standard: ASME B16.5. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,EACH,ISMT,Vijayawada,25304.59,INR,LEGACY_ERP,2024-09-12,MAT_00235,vendor_included
IOCL,IOC-GAS-00299,GRAPHITE / GASKET GRAPHITE/PTFE 40MM CL 150 ASME B16.20,Application: industrial service. Material: Graphite/PTFE. Size: 40 mm. Pressure class: 150. Standard: ASME B16.20.,GSK-50,Sealing & Gasket Materials,EACH,James Walker,Paradip,4366.28,INR,SAP_MM,2020-08-12,MAT_00299,mixed_format
ONGC,OGC-ALT-004379,PIPE SS316 DN150 SCHEDULE 40 ASTM A106,Application: industrial service. Material: SS316. Size: 150 mm. Standard: ASTM A106. Manufacturer: ISMT. Schedule: 40.,PIP-20,Piping Materials,M,,Ahmedabad,2768.27,INR,CUSTOM_ERP,2016-10-22,MAT_00541,abbreviated
CPCL,CPC-ALT-004230,AC INDUCTION MTOOR 22KW 960RPM FRAME 160 IS 12615 MFR ABB,Application: industrial service. Material: Copper/Aluminium. Size: 160 mm. Standard: IS 12615. Manufacturer: ABB. Power Kw: 22. Rpm: 960.,MTR-70,Electrical Motors,PCS,ABB,Ennore,149465.31,INR,SAP_S4,2016-07-14,MAT_00242,typo_injected
ONGC,OGC-PIP-00322,SS316 PIPE 200MM SCH 160 API 5L,Application: industrial service. Material: SS316. Szie: 200 mm. Standard: API 5L. Manufacturer: ISMT. Schedule: 160.,PIP-20,Piping Materials,MTR,ISMT,Ahmedabad,3245.43,INR,CUSTOM_ERP,2026-08-21,MAT_00322,typo_injected
CPCL,CPCINS00208,PRESSURE TRANSMITTER SS316 25MM IEC 60770 MFR ABB,Application: industrial service. Material: SS316. Size: 25 mm. Standard: IEC 60770. Manufacturer: ABB.,INS-120,Instrumentation,NOS,ABB,Chennai Refinery,43357.69,INR,SAP_ECC,2024-02-26,MAT_00208,vendor_included
NTPC,NTP-ALT-003008,BL  FLG  SS304  150MM  CL  600  ASME  B16.47,Application: industrial service. Material: SS304. Size: 150 mm. Pressure class: 600. Standard: ASME B16.47.,FLG-30,Pipe Flanges & Fittings,EA,Metalfar,Dadri,35149.24,INR,SAP_MM,2017-07-06,MAT_00335,noisy_erp
CPCL,CPC-PIP-00565,CS  PIPE  200MM  SCH  10S  ASTM  A312,Application: industrial service. Material: CS. Size: 200 mm. Standard: ASTM A312. Schedule: 10S.,PIP-20,Piping Materials,MTR,Welspun,Nagapattinam,6150.31,INR,SAP_S4,2025-05-01,MAT_00565,noisy_erp
IOCL,IOC-FIL-00241,AIR FILTER 10MM API 614,,FLT-100,Filtration Materials,PCS,Parker,Paradip,1256.54,INR,CUSTOM_ERP,2026-06-07,MAT_00241,missing_spec
IOCL,IOC-VAL-00200,"GATE / VALVE DI 0.5"" CL 300 API 6D",Application: industrial service. Material: DI. Size: 15 mm. Pressure class: 300. Standard: API 6D. Manufacturer: Kirloskar.,VLV-10,Flow Control Valves,PCS,,Gujarat,172484.82,INR,LEGACY_ERP,2016-11-10,MAT_00200,mixed_format
SAIL,STLFAS00542,HEX HEAD BOLT SS304 M12 X 100MM IS 1363,Application: industrial service. Material: SS304. Size: 12 mm. Standard: IS 1363. Length Mm: 100.,FST-90,Fasteners,NOS,TVS,Bokaro,564.67,INR,CUSTOM_ERP,2024-04-05,MAT_00542,abbreviation_variation
NTPC,NTP-ALT-004303,HEX HEAD BOLT SS304 M24 X 40MM IS 1363,Application: industrial service. Material: SS304. Size: 24 mm. Standard: IS 1363. Manufacturer: LPS Bossard. Length Mm: 40.,FST-90,Fasteners,EA,LPS Bossard,,765.29,INR,SAP_ECC,2025-11-23,MAT_00066,verbose
SAIL,STL-VAL-00068,"GATE VALVE CS 8"" CL 150 ASME B16.34",Application: industrial service. Material: CS. Size: 200 mm. Pressure class: 150. Standard: ASME B16.34. Manufacturer: Audco India.,VLV-10,Flow Control Valves,PCS,Audco India,Durgapur,47027.04,INR,SAP_MM,2023-12-12,MAT_00068,unit_variation
IOCL,IOCFLA00536,BLIND FLANGE SS304 40MM CL 300,,FLG-30,Pipe Flanges & Fittings,NOS,,Panipat,13990.58,INR,SAP_S4,2025-10-28,MAT_00536,missing_spec
NTPC,NTP-FAS-00574,HEX HEAD BOLT SS304 M24 X 50MM IS 1363,Application: industrial service. Material: SS304. Size: 24 mm. Standard: IS 1363. Length Mm: 50.,FST-90,Fasteners,PCS,Precision Fasteners,Singrauli,117.49,INR,SAP_ECC,2025-10-02,MAT_00574,verbose
SAIL,STL-ALT-005273,"OIL SEAL NBR/EPDM/PTFE 5"" ISO",Application: industrial service. Material: NBR/EPDM/PTFE. Size: 125 mm. Standard: ISO 3069.,SEL-110,Mechanical Seals,PCS,Hallite,Bhilai,6770.37,INR,SAP_ECC,2021-08-12,MAT_00303,missing_spec
CPCL,CPC-GAS-00496,GRAPHITE GASKET GRAPHITE/PTFE 50MM CL 150 ASME B16.20,Application: industrial service. Material: Graphite/PTFE. Size: 50 mm. Pressure class: 150. Standard: ASME B16.20. Manufacturer: James Walker.,GSK-50,Sealing & Gasket Materials,NOS,James Walker,Chennai Refinery,11866.57,INR,SAP_ECC,2018-04-29,MAT_00496,abbreviation_variation
CPCL,CPC-ALT-002930,SS316 PIPE 15MM SCH 80 ASTM A106 MFR APL APOLLO,Application: industrial service. Material: SS316. Size: 15 mm. Standard: ASTM A106. Schedule: 80.,PIP-20,Piping Materials,MTR,APL Apollo,Manali,4966.25,INR,SAP_ECC,2025-07-01,MAT_00418,abbreviation_variation
NTPC,NTP-VAL-00535,GLOBE VALVE SS304 DN40 CLASS 150 BS 5351,Application: industrial service. Material: SS304. Size: 40 mm. Pressure class: 150. Standard: BS 5351.,VLV-10,Flow Control Valves,PCS,L&T Valves,Singrauli,53342.33,INR,SAP_ECC,2022-01-10,MAT_00535,verbose
NTPC,NTP-PIP-00510,LTCS PIPE 40MM SCH 10S API 5L MFR RATNAMANI METALS,Application: industrial service. Material: LTCS. Size: 40 mm. Standard: API 5L. Manufacturer: Ratnamani Metals. Schedule: 10S.,PIP-20,Piping Materials,MTR,Ratnamani Metals,Dadri,531.35,INR,SAP_S4,2026-07-05,MAT_00510,vendor_included
SAIL,STL-ALT-005027,"CL 150 ASME B166.34 DI 0.5"" GLOBE VALVE",Application: industrial service. Material: DI. Size: 15 mm. Pressure class: 150. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,EA,L&T Valves,Rourkela,,,SAP_ECC,2017-09-26,MAT_00503,typo_injected
CPCL,CPC-ALT-003077,XLPE / ARMOURED CABLE 2C 50 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 50 mm. Standard: IS 7098. Manufacturer: Polycab. Cores: 2.,CBL-80,Electrical Cables,RM,Polycab,Nagapattinam,,,CUSTOM_ERP,2025-12-18,MAT_00099,abbreviated
SAIL,STLGAS00496,GRAPHITE GASKET GRAPHITE/PTFE 50MM CLASS 150 ASME B16.20,Application: industrial service. Material: Graphite/PTFE. Size: 50 mm. Pressure class: 150. Standard: ASME B16.20. Manufacturer: John Crane.,GSK-50,Sealing & Gasket Materials,NOS,John Crane,Rourkela,9678.76,INR,SAP_ECC,2026-05-28,MAT_00496,standard_included
ONGC,OGC-VAL-00360,"BALL VALVE 4"" CL 300 ASME B16.34 CS",Application: industrial service. Material: CS. Size: 100 mm. Pressure class: 300. Standard: ASME B16.34.,VLV-10,Flow Control Valves,PCS,,Hazira,71783.1,INR,SAP_S4,2016-07-31,MAT_00360,reordered
IOCL,IOC-ALT-003063,OIL FILTER CARBON STEEL/S 30MM API 614,,FLT-100,Filtration Materials,NOS,Pall,Barauni,9188.3,INR,SAP_S4,2023-12-17,MAT_00069,unit_variation
CPCL,CPC-FLA-00097,SS316 CL 300 25MM WELD NECK FLANGE ASME B16.5,Application: industrial service. Material: SS316. Size: 25 mm. Pressure class: 300. Standard: ASME B16.5. Manufacturer: Viraj Profiles.,FLG-30,Pipe Flanges & Fittings,NOS,Viraj Profiles,Manali,20842.54,INR,SAP_ECC,2017-03-30,MAT_00097,reordered
